NCES School ID,State School ID,NCES District ID,State District ID,Low Grade*,High Grade*,School Name,District,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code*,Locale*,Charter,Magnet*,Title I School*,Title 1 School Wide*,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*
130174003339,GA-644-0705,1301740,GA-644,05,08,DeKalb PATH Academy Charter School,DeKalb County,DeKalb County,3007 Hermace Drive,Atlanta,GA,30319,,(404)846-3242,21,Suburb: Large,Yes,No,Yes,Yes,365.00000,23.00000,15.9000000,335.00000,21.00000
130174004071,GA-644-0113,1301740,GA-644,KG,08,DeKalb Preparatory Academy Charter,DeKalb County,DeKalb County,1402 Austin Dr,Decatur,GA,30032,,(404)492-5061,21,Suburb: Large,Yes,No,Yes,Yes,437.00000,35.00000,12.5000000,292.00000,52.00000
130002603504,GA-891-2098,1300026,GA-891,07,10,DeKalb Regional Youth Detention Center,Department of Juvenile Justice,DeKalb County,2946 Clifton Springs Rd,Decatur,GA,30034,,(404)244-2183,21,Suburb: Large,No,No,Yes,No,9.00000,–,†,–,–
130174003884,GA-644-0410,1301740,GA-644,08,12,DeKalb School of the Arts,DeKalb County,DeKalb County,1192 Clarendon Ave,Avondale Estates,GA,30002,,(678)676-2502,21,Suburb: Large,No,Yes,No,†,397.00000,26.00000,15.3000000,86.00000,24.00000
130258001151,GA-668-0201,1302580,GA-668,PK,05,Demorest Elementary School,Habersham County,Habersham County,3116 Demorest Mount Airy Hwy,Demorest,GA,30535,,(706)778-4126,41,Rural: Fringe,No,No,Yes,Yes,488.00000,37.80000,12.9000000,256.00000,51.00000
130002503648,GA-890-0198,1300025,GA-890,03,12,Department of Corrections,Department of Corrections,Monroe County,Hardin Library P.O. Box 1529,Forsyth,GA,31029,,(478)992-5916,32,Town: Distant,No,No,No,†,19.00000,–,†,–,–
130002703682,GA-892-0198,1300027,GA-892,12,12,Department of Human Resources,Department of Human Resources,Fulton County,2 Peachtree Street NW,Atlanta,GA,30303,,(404)657-0435,11,City: Large,No,No,No,†,100.00000,–,†,–,–
130102000362,GA-625-0201,1301020,GA-625,06,08,DeRenne Middle School,Chatham County,Chatham County,1009 Clinch St,Savannah,GA,31405,,(912)395-5900,12,City: Midsize,No,Yes,Yes,Yes,600.00000,47.60000,12.6000000,567.00000,24.00000
130222004228,GA-658-0700,1302220,GA-658,06,08,DeSana Middle School,Forsyth County,†,625 James Road,Alpharetta,GA,30004,,(770)887-2461,†,N,No,†,†,†,†,†,†,†,†
130174004035,GA-644-0112,1301740,GA-644,09,12,Destiny Achievers Academy of Excellence,DeKalb County,DeKalb County,3595 Linecrest Rd,Ellenwood,GA,30294,,(404)328-0898,21,Suburb: Large,Yes,No,Yes,Yes,153.00000,8.50000,18.0000000,59.00000,3.00000
130129003679,GA-633-0807,1301290,GA-633,05,12,Devereux Ackerman Academy,Cobb County,Cobb County,1291 Stanley Rd NW,Kennesaw,GA,30152,,(770)427-0147,21,Suburb: Large,No,No,Yes,Yes,96.00000,12.00000,8.0000000,93.00000,0.00000
130339002410,GA-692-0100,1303390,GA-692,PK,05,Dewar Elementary,Lowndes County,Lowndes County,3539 Mount Zion Church Rd,Valdosta,GA,31605,,(229)219-1370,13,City: Small,No,No,No,†,690.00000,44.00000,15.7000000,289.00000,55.00000
130438003701,GA-721-0205,1304380,GA-721,PK,05,Diamond Lakes Elementary School,Richmond County,Richmond County,4153 Windsor Spring Rd,Hephzibah,GA,30815,,(706)771-2881,12,City: Midsize,No,No,Yes,Yes,561.00000,38.00000,14.8000000,543.00000,0.00000
130129001880,GA-633-0281,1301290,GA-633,06,08,Dickerson Middle School,Cobb County,Cobb County,855 Woodlawn Dr NE,Marietta,GA,30068,,(770)578-2710,21,Suburb: Large,No,No,No,†,1279.00000,73.50000,17.4000000,44.00000,19.00000
130387001425,GA-706-1058,1303870,GA-706,KG,05,Dimon Elementary,Muscogee County,Muscogee County,480 Dogwood Dr,Columbus,GA,31907,,(706)683-8772,12,City: Midsize,No,Yes,Yes,Yes,489.00000,26.60000,18.4000000,486.00000,0.00000
130255004212,GA-667-1814,1302550,GA-667,09,12,Discovery High School,Gwinnett County,Gwinnett County,1335 Old Norcross Rd,Lawrenceville,GA,30046,,(678)226-4250,21,Suburb: Large,No,No,Yes,Yes,2127.00000,110.50000,19.2000000,1368.00000,220.00000
130012003025,GA-761-0104,1300120,GA-761,PK,05,Dobbs Elementary School,Atlanta Public Schools,Fulton County,2025 Jonesboro Rd SE,Atlanta,GA,30315,,(404)802-8050,11,City: Large,No,No,Yes,Yes,470.00000,35.20000,13.4000000,467.00000,0.00000
130177003340,GA-645-0103,1301770,GA-645,09,12,Dodge County High School,Dodge County,Dodge County,350 Pearl Bates Ave,Eastman,GA,31023,,(478)374-7711,32,Town: Distant,No,No,Yes,Yes,857.00000,54.60000,15.7000000,516.00000,41.00000
130177000803,GA-645-0180,1301770,GA-645,06,08,Dodge County Middle School,Dodge County,Dodge County,5911 Oak St,Eastman,GA,31023,,(478)374-6492,32,Town: Distant,No,No,Yes,Yes,708.00000,46.20000,15.3000000,434.00000,33.00000
130129000508,GA-633-0275,1301290,GA-633,06,08,Dodgen Middle School,Cobb County,Cobb County,1725 Bill Murdock Rd,Marietta,GA,30062,,(770)578-2726,21,Suburb: Large,No,No,No,†,1251.00000,76.00000,16.5000000,56.00000,16.00000
130138000585,GA-635-0178,1301380,GA-635,PK,05,Doerun Elementary School,Colquitt County,Colquitt County,111 Mathis Ave,Doerun,GA,31744,,(229)782-5276,42,Rural: Distant,No,No,Yes,Yes,349.00000,23.80000,14.7000000,332.00000,0.00000
130228000965,GA-660-0180,1302280,GA-660,KG,05,Dolvin Elementary School,Fulton County,Fulton County,10495 Jones Bridge Rd,Alpharetta,GA,30022,,(470)254-7020,21,Suburb: Large,No,No,No,†,855.00000,50.00000,17.1000000,79.00000,24.00000
130180002862,GA-646-0104,1301800,GA-646,PK,05,Dooly County Elementary School,Dooly County,Dooly County,11949 US Highway 41,Pinehurst,GA,31070,,(229)645-3421,42,Rural: Distant,No,No,Yes,Yes,748.00000,40.70000,18.4000000,745.00000,0.00000
130180001889,GA-646-0182,1301800,GA-646,09,12,Dooly County High School,Dooly County,Dooly County,712 N 3rd St,Vienna,GA,31092,,(229)268-8181,32,Town: Distant,No,No,Yes,Yes,389.00000,21.30000,18.3000000,386.00000,0.00000
130180002075,GA-646-0204,1301800,GA-646,06,08,Dooly County Middle School,Dooly County,Dooly County,11949 US Highway 41,Pinehurst,GA,31070,,(229)645-3421,42,Rural: Distant,No,No,Yes,Yes,277.00000,17.20000,16.1000000,274.00000,0.00000
130438001570,GA-721-5054,1304380,GA-721,PK,05,Dorothy Hains Elementary School,Richmond County,Richmond County,1820 Windsor Spring Rd,Augusta,GA,30906,,(706)796-4918,12,City: Midsize,No,No,Yes,Yes,540.00000,30.50000,17.7000000,523.00000,0.00000
130387004146,GA-706-0215,1303870,GA-706,KG,05,Dorothy Height Elementary School,Muscogee County,Muscogee County,1458 Benning Dr,Columbus,GA,31903,,(706)570-3009,12,City: Midsize,No,No,Yes,Yes,712.00000,41.00000,17.4000000,709.00000,0.00000
130186001927,GA-648-0184,1301860,GA-648,KG,05,Dorsett Shoals Elementary School,Douglas County,Douglas County,5866 Dorsett Shoals Rd,Douglasville,GA,30135,,(770)651-3700,21,Suburb: Large,No,No,No,†,444.00000,29.50000,15.1000000,257.00000,37.00000
130387001398,GA-706-2058,1303870,GA-706,PK,05,Double Churches Elementary School,Muscogee County,Muscogee County,1213 Double Churches Rd,Columbus,GA,31904,,(706)748-2660,12,City: Midsize,No,No,No,†,579.00000,31.10000,18.6000000,188.00000,35.00000
130387002422,GA-706-0401,1303870,GA-706,06,08,Double Churches Middle School,Muscogee County,Muscogee County,7611 Whitesville Rd,Columbus,GA,31904,,(706)748-2678,12,City: Midsize,No,No,Yes,Yes,456.00000,32.60000,14.0000000,267.00000,32.00000
130183000832,GA-647-2052,1301830,GA-647,09,12,Dougherty Comprehensive High School,Dougherty County,Dougherty County,1800 Pearce Ave,Albany,GA,31705,,(229)431-3310,13,City: Small,No,No,Yes,Yes,930.00000,50.50000,18.4000000,927.00000,0.00000
130186000864,GA-648-4050,1301860,GA-648,09,12,Douglas County High School,Douglas County,Douglas County,8705 Campbellton St,Douglasville,GA,30134,,(770)651-6500,21,Suburb: Large,No,No,No,†,1895.00000,102.10000,18.6000000,984.00000,151.00000
130012000089,GA-761-4058,1300120,GA-761,09,12,Douglass High School,Atlanta Public Schools,Fulton County,225 Hamilton E Holmes Dr NW,Atlanta,GA,30318,,(404)802-3100,11,City: Large,No,No,Yes,Yes,875.00000,61.70000,14.2000000,872.00000,0.00000
130129002069,GA-633-0190,1301290,GA-633,PK,05,Dowell Elementary School,Cobb County,Cobb County,2121 W Sandtown Rd SW,Marietta,GA,30064,,(678)594-8059,21,Suburb: Large,No,No,Yes,Yes,1010.00000,65.50000,15.4000000,629.00000,90.00000
130387001388,GA-706-0296,1303870,GA-706,KG,05,Downtown Elementary Magnet Academy,Muscogee County,Muscogee County,1400 1st Ave,Columbus,GA,31901,,(706)748-2702,12,City: Midsize,No,Yes,Yes,Yes,294.00000,20.40000,14.4000000,291.00000,0.00000
130057002368,GA-615-0101,1300570,GA-615,04,05,Dr. George Washington Carver Elementary School,Bryan County,Bryan County,476 Frances Meeks Way,Richmond Hill,GA,31324,,(912)459-5111,21,Suburb: Large,No,No,No,†,733.00000,44.30000,16.5000000,204.00000,57.00000
130174000651,GA-644-1055,1301740,GA-644,PK,05,Dresden Elementary School,DeKalb County,DeKalb County,2449 Dresden Dr,Chamblee,GA,30341,,(678)676-7202,21,Suburb: Large,No,No,Yes,Yes,1168.00000,76.00000,15.4000000,1109.00000,20.00000
130174000665,GA-644-2055,1301740,GA-644,09,12,Druid Hills High School,DeKalb County,DeKalb County,1798 Haygood Dr NE,Atlanta,GA,30307,,(678)874-6302,21,Suburb: Large,No,No,Yes,Yes,1279.00000,85.20000,15.0000000,629.00000,56.00000
130174001589,GA-644-0897,1301740,GA-644,06,08,Druid Hills Middle School,DeKalb County,DeKalb County,3100 Mount Olive Dr,Decatur,GA,30033,,(678)874-7602,21,Suburb: Large,No,No,Yes,Yes,919.00000,70.00000,13.1000000,473.00000,41.00000
130187000873,GA-774-0211,1301870,GA-774,09,12,Dublin High School,Dublin City,Laurens County,1127 Hillcrest Pkwy,Dublin,GA,31021,,(478)353-8040,33,Town: Remote,No,No,Yes,Yes,629.00000,45.20000,13.9000000,626.00000,0.00000
130187000869,GA-774-0102,1301870,GA-774,05,08,Dublin Middle School,Dublin City,Laurens County,1501 N Jefferson St,Dublin,GA,31021,,(478)353-8130,33,Town: Remote,No,No,Yes,Yes,520.00000,34.30000,15.2000000,517.00000,0.00000
130023704193,GA-7820617-0617,1300237,GA-7820617,KG,05,Dubois Integrity Academy,State Charter Schools- Dubois Integrity Academy I,Clayton County,6479 Church St,Riverdale,GA,30274,,(770)629-1534,21,Suburb: Large,Yes,No,Yes,No,578.00000,30.00000,19.3000000,475.00000,53.00000
130129000554,GA-633-5056,1301290,GA-633,PK,05,Due West Elementary School,Cobb County,Cobb County,3900 Due West Rd NW,Marietta,GA,30064,,(678)594-8071,21,Suburb: Large,No,No,No,†,608.00000,42.50000,14.3000000,57.00000,29.00000
130570001825,GA-755-4050,1305700,GA-755,PK,05,Dug Gap Elementary School,Whitfield County,Whitfield County,2032 Dug Gap Rd,Dalton,GA,30720,,(706)226-3919,23,Suburb: Small,No,No,Yes,Yes,452.00000,32.00000,14.1000000,314.00000,43.00000
130255001118,GA-667-5550,1302550,GA-667,09,12,Duluth High School,Gwinnett County,Gwinnett County,3737 Brock Rd,Duluth,GA,30096,,(770)476-5206,21,Suburb: Large,No,No,No,†,2710.00000,144.70000,18.7000000,1173.00000,279.00000
130255001122,GA-667-0905,1302550,GA-667,06,08,Duluth Middle School,Gwinnett County,Gwinnett County,3200 Pleasant Hill Rd,Duluth,GA,30096,,(770)476-3372,21,Suburb: Large,No,No,No,†,2001.00000,110.10000,18.2000000,1070.00000,200.00000
130174000726,GA-644-3055,1301740,GA-644,PK,05,Dunaire Elementary School,DeKalb County,DeKalb County,651 S Indian Creek Dr,Stone Mountain,GA,30083,,(678)676-5502,21,Suburb: Large,No,No,Yes,Yes,753.00000,49.80000,15.1000000,699.00000,18.00000
130012000054,GA-761-5558,1300120,GA-761,KG,05,Dunbar Elementary School,Atlanta Public Schools,Fulton County,500 Whitehall Ter SW,Atlanta,GA,30312,,(404)802-7950,11,City: Large,No,No,Yes,Yes,391.00000,31.20000,12.5000000,388.00000,0.00000
130255002905,GA-667-1205,1302550,GA-667,PK,05,Duncan Creek Elementary,Gwinnett County,Gwinnett County,4500 Braselton Hwy,Hoschton,GA,30548,,(678)714-5800,21,Suburb: Large,No,No,No,†,1129.00000,73.00000,15.5000000,197.00000,74.00000
130351000763,GA-781-0194,1303510,GA-781,PK,05,Dunleith Elementary School,Marietta City,Cobb County,120 Saine Dr SW,Marietta,GA,30008,,(770)429-3190,13,City: Small,No,No,Yes,Yes,701.00000,49.50000,14.2000000,478.00000,87.00000
130174003914,GA-644-0214,1301740,GA-644,PK,05,Dunwoody Elementary School,DeKalb County,DeKalb County,1923 Womack Rd,Dunwoody,GA,30338,,(678)875-4002,21,Suburb: Large,No,No,No,†,1045.00000,64.00000,16.3000000,94.00000,17.00000
130174000690,GA-644-5055,1301740,GA-644,09,12,Dunwoody High School,DeKalb County,DeKalb County,5035 Vermack Rd,Dunwoody,GA,30338,,(678)874-8502,21,Suburb: Large,No,No,No,†,1697.00000,97.00000,17.5000000,462.00000,41.00000
130228002380,GA-660-0207,1302280,GA-660,PK,05,Dunwoody Springs Elementary School,Fulton County,Fulton County,8100 Roberts Dr,Atlanta,GA,30350,,(470)254-4060,12,City: Midsize,No,No,Yes,Yes,645.00000,51.00000,12.6000000,378.00000,47.00000
130129002248,GA-633-0299,1301290,GA-633,06,08,Durham Middle School,Cobb County,Cobb County,2891 Mars Hill Road. Northeast,Acworth,GA,30101,,(770)975-6641,41,Rural: Fringe,No,No,No,†,1038.00000,62.00000,16.7000000,105.00000,36.00000
130282003409,GA-675-0107,1302820,GA-675,PK,05,Dutchtown Elementary School,Henry County,Henry County,159 Mitchell Rd,Hampton,GA,30228,,(770)471-0844,21,Suburb: Large,No,No,No,†,706.00000,46.30000,15.2000000,257.00000,46.00000
130282003407,GA-675-0105,1302820,GA-675,09,12,Dutchtown High,Henry County,Henry County,149 Mitchell Rd,Hampton,GA,30228,,(770)515-7510,21,Suburb: Large,No,No,No,†,1496.00000,88.00000,17.0000000,544.00000,121.00000
130282003411,GA-675-0206,1302820,GA-675,06,08,Dutchtown Middle School,Henry County,Henry County,155 Mitchell Rd,Hampton,GA,30228,,(770)515-7500,21,Suburb: Large,No,No,No,†,1106.00000,59.00000,18.7000000,466.00000,110.00000
130255001109,GA-667-1052,1302550,GA-667,PK,05,Dyer Elementary School,Gwinnett County,Gwinnett County,1707 Hurricane Shoals Rd,Dacula,GA,30019,,(770)963-6214,21,Suburb: Large,No,No,No,†,809.00000,53.00000,15.3000000,249.00000,60.00000
130228001043,GA-660-4069,1302280,GA-660,PK,05,E. C. West Elementary School,Fulton County,Fulton County,7040 Rivertown Rd,Fairburn,GA,30213,,(470)254-3460,21,Suburb: Large,No,No,Yes,Yes,807.00000,53.90000,15.0000000,567.00000,50.00000
130111001860,GA-628-0181,1301110,GA-628,06,08,E. T. Booth Middle School,Cherokee County,Cherokee County,6550 Putnam Ford Dr,Woodstock,GA,30189,,(770)721-5500,21,Suburb: Large,No,No,No,†,1682.00000,100.10000,16.8000000,399.00000,82.00000
130387003695,GA-706-0108,1303870,GA-706,PK,05,Eagle Ridge Academy,Muscogee County,Muscogee County,7601 Schomburg Rd,Columbus,GA,31909,,(706)569-3746,12,City: Midsize,No,No,No,†,756.00000,42.10000,18.0000000,255.00000,70.00000
130021003283,GA-605-0104,1300210,GA-605,PK,05,Eagle Ridge Elementary School,Baldwin County,Baldwin County,220 N Abc Dr,Milledgeville,GA,31061,,(478)457-2967,32,Town: Distant,No,No,Yes,Yes,846.00000,43.00000,19.7000000,770.00000,45.00000
130288002330,GA-676-0100,1302880,GA-676,PK,05,Eagle Springs Elementary,Houston County,Houston County,3591 US Highway 41 N,Byron,GA,31008,,(478)953-0450,13,City: Small,No,No,Yes,Yes,769.00000,48.50000,15.9000000,330.00000,76.00000
130282002130,GA-675-0391,1302820,GA-675,09,12,Eagle's Landing High School,Henry County,Henry County,301 Tunis Rd,Mcdonough,GA,30253,,(770)954-9515,21,Suburb: Large,No,No,No,†,1382.00000,80.60000,17.1000000,620.00000,108.00000
130282000399,GA-675-0394,1302820,GA-675,06,08,Eagle's Landing Middle School,Henry County,Henry County,295 Tunis Rd,McDonough,GA,30253,,(770)914-8189,21,Suburb: Large,No,No,Yes,No,1032.00000,60.40000,17.1000000,526.00000,88.00000
130387003636,GA-706-0112,1303870,GA-706,09,12,Early College Academy of Columbus at Waverly Terrace,Muscogee County,Muscogee County,2701 11th Ave,Columbus,GA,31904,,(706)565-2965,12,City: Midsize,No,No,Yes,Yes,169.00000,10.80000,15.6000000,118.00000,17.00000
130012003540,GA-761-0106,1300120,GA-761,09,12,Early College High School at Carver,Atlanta Public Schools,Fulton County,55 McDonough Blvd SE,Atlanta,GA,30315,,(404)802-4405,11,City: Large,No,No,Yes,Yes,303.00000,15.50000,19.5000000,300.00000,0.00000
130192000252,GA-649-0194,1301920,GA-649,PK,05,Early County Elementary School,Early County,Early County,283 Martin Luther King Jr Blvd,Blakely,GA,39823,,(229)723-4101,32,Town: Distant,No,No,Yes,Yes,1064.00000,84.50000,12.6000000,1025.00000,0.00000
130192000884,GA-649-2050,1301920,GA-649,09,12,Early County High School,Early County,Early County,12020 Columbia St,Blakely,GA,39823,,(229)723-3006,32,Town: Distant,No,No,No,†,642.00000,45.30000,14.2000000,618.00000,0.00000
130192002163,GA-649-0197,1301920,GA-649,06,08,Early County Middle School,Early County,Early County,12053 Columbia St,Blakely,GA,39823,,(229)723-3746,32,Town: Distant,No,No,Yes,Yes,520.00000,38.10000,13.6000000,501.00000,0.00000
130102002099,GA-625-0191,1301020,GA-625,PK,08,East Broad Street School,Chatham County,Chatham County,400 E Broad St,Savannah,GA,31401,,(912)395-5500,12,City: Midsize,No,No,Yes,Yes,692.00000,44.20000,15.7000000,655.00000,8.00000
130444001599,GA-785-0275,1304440,GA-785,PK,06,East Central Elementary School,Rome City,Floyd County,1502 Dean Ave SE,Rome,GA,30161,,(706)232-8310,13,City: Small,No,No,Yes,Yes,544.00000,34.60000,15.7000000,541.00000,0.00000
130123000475,GA-631-1052,1301230,GA-631,PK,05,East Clayton Elementary School,Clayton County,Clayton County,2750 Forest Pkwy,Ellenwood,GA,30294,,(404)362-3885,21,Suburb: Large,No,No,Yes,Yes,624.00000,37.00000,16.9000000,621.00000,0.00000
130129000536,GA-633-1056,1301290,GA-633,06,08,East Cobb Middle School,Cobb County,Cobb County,380 Holt Rd NE,Marietta,GA,30068,,(770)578-2740,21,Suburb: Large,No,No,Yes,Yes,1230.00000,73.30000,16.8000000,676.00000,105.00000
130387002421,GA-706-0301,1303870,GA-706,06,08,East Columbus Magnet Academy,Muscogee County,Muscogee County,6100 Georgetown Dr,Columbus,GA,31907,,(706)565-3026,12,City: Midsize,No,Yes,Yes,Yes,601.00000,36.40000,16.5000000,598.00000,0.00000
130150002028,GA-638-0389,1301500,GA-638,09,12,East Coweta High School,Coweta County,Coweta County,400 Sharpsburg-McCollum Rd.,Sharpsburg,GA,30277,,(770)254-2850,21,Suburb: Large,No,No,No,†,2882.00000,146.50000,19.7000000,775.00000,192.00000
130150002027,GA-638-0289,1301500,GA-638,06,08,East Coweta Middle School,Coweta County,Coweta County,6291 Highway 16,Senoia,GA,30276,,(770)599-6607,41,Rural: Fringe,No,No,Yes,Yes,665.00000,41.80000,15.9000000,241.00000,37.00000
130174002642,GA-644-0503,1301740,GA-644,PK,11,East DeKalb Special Education Center,DeKalb County,DeKalb County,5839 Memorial Dr,Stone Mountain,GA,30083,,(678)676-1890,21,Suburb: Large,No,No,No,†,259.00000,1.00000,259.0000000,37.00000,3.00000
130210000255,GA-655-0194,1302100,GA-655,KG,05,East Fannin Elementary School,Fannin County,Fannin County,1 Elementary Cir,Morganton,GA,30560,,(706)374-6418,43,Rural: Remote,No,No,Yes,Yes,396.00000,26.70000,14.8000000,251.00000,36.00000
130261001162,GA-669-1552,1302610,GA-669,09,12,East Hall High School,Hall County,Hall County,3534 E Hall Rd,Gainesville,GA,30507,,(770)536-9921,41,Rural: Fringe,No,No,Yes,Yes,1130.00000,68.90000,16.4000000,686.00000,105.00000
130261002044,GA-669-0289,1302610,GA-669,06,08,East Hall Middle School,Hall County,Hall County,4120 E Hall Rd,Gainesville,GA,30507,,(770)531-9457,41,Rural: Fringe,No,No,Yes,Yes,957.00000,68.10000,14.1000000,681.00000,78.00000
130294003421,GA-678-0107,1302940,GA-678,09,12,East Jackson Comprehensive High School,Jackson County,Jackson County,1435 Hoods Mill Rd,Commerce,GA,30529,,(706)336-8900,41,Rural: Fringe,No,No,No,†,949.00000,62.80000,15.1000000,476.00000,84.00000
130294002924,GA-678-0104,1302940,GA-678,PK,05,East Jackson Elementary School,Jackson County,Jackson County,1531 Hoods Mill Rd,Commerce,GA,30529,,(706)336-7900,41,Rural: Fringe,No,No,Yes,Yes,480.00000,32.50000,14.8000000,247.00000,38.00000
130294001683,GA-678-0197,1302940,GA-678,06,08,East Jackson Middle School,Jackson County,Jackson County,1880 Hoods Mill Rd,Commerce,GA,30529,,(706)335-2083,41,Rural: Fringe,No,No,Yes,Yes,799.00000,52.00000,15.4000000,483.00000,63.00000
130282002392,GA-675-0203,1302820,GA-675,PK,05,East Lake Elementary,Henry County,Henry County,199 E Lake Rd,McDonough,GA,30252,,(678)583-8947,41,Rural: Fringe,No,No,No,†,688.00000,45.00000,15.3000000,147.00000,38.00000
130189000880,GA-687-0105,1301890,GA-687,03,05,East Laurens Elementary School,Laurens County,Laurens County,960 US Highway 80 E,East Dublin,GA,31027,,(478)272-8612,41,Rural: Fringe,No,No,Yes,Yes,512.00000,31.70000,16.2000000,355.00000,44.00000
130189001707,GA-687-0197,1301890,GA-687,09,12,East Laurens High School,Laurens County,Laurens County,920 US Highway 80 E,Dublin,GA,31027,,(478)272-3144,41,Rural: Fringe,No,No,No,†,592.00000,42.50000,13.9000000,386.00000,61.00000
130189001729,GA-687-0297,1301890,GA-687,06,08,East Laurens Middle School,Laurens County,Laurens County,930 US Highway 80 E,Dublin,GA,31027,,(478)272-1201,41,Rural: Fringe,No,No,Yes,Yes,482.00000,38.50000,12.5000000,359.00000,37.00000
130189002934,GA-687-0104,1301890,GA-687,KG,02,East Laurens Primary School,Laurens County,Laurens County,950 US Highway 80 E,Dublin,GA,31027,,(478)272-4440,41,Rural: Fringe,No,No,Yes,Yes,680.00000,42.30000,16.1000000,507.00000,42.00000
130393001456,GA-707-1050,1303930,GA-707,PK,05,East Newton Elementary School,Newton County,Newton County,2286 Dixie Rd,Covington,GA,30014,,(770)784-2973,41,Rural: Fringe,No,No,Yes,Yes,550.00000,39.70000,13.9000000,240.00000,31.00000
130402002188,GA-710-0292,1304020,GA-710,09,12,East Paulding High School,Paulding County,Paulding County,3320 E Paulding Dr,Dallas,GA,30157,,(770)445-5100,21,Suburb: Large,No,No,No,†,1681.00000,91.00000,18.5000000,412.00000,134.00000
130402000542,GA-710-0394,1304020,GA-710,06,08,East Paulding Middle School,Paulding County,Paulding County,2945 Hiram Acworth Hwy,Dallas,GA,30157,,(770)443-7000,21,Suburb: Large,No,No,No,†,885.00000,53.00000,16.7000000,238.00000,69.00000
130129000535,GA-633-0114,1301290,GA-633,PK,05,East Side Elementary School,Cobb County,Cobb County,3850 Roswell Rd,Marietta,GA,30062,,(770)578-7200,21,Suburb: Large,No,No,No,†,1253.00000,71.00000,17.6000000,55.00000,18.00000
130570001816,GA-755-0475,1305700,GA-755,06,08,Eastbrook Middle School,Whitfield County,Whitfield County,700 Hill Rd,Dalton,GA,30721,,(706)278-6135,23,Suburb: Small,No,No,Yes,Yes,669.00000,48.00000,13.9000000,545.00000,71.00000
130002603505,GA-891-2198,1300026,GA-891,07,10,Eastman Regional Youth Detention Center,Department of Juvenile Justice,Dodge County,181 Industrial Blvd,Eastman,GA,31023,,(912)374-6766,32,Town: Distant,No,No,Yes,No,3.00000,–,†,–,–
130002603492,GA-891-0898,1300026,GA-891,09,12,Eastman Youth Development Campus,Department of Juvenile Justice,Dodge County,176 Freaman Graham Blvd,Eastman,GA,31023,,(478)374-6910,32,Town: Distant,No,No,Yes,Yes,42.00000,–,†,–,–
130150000747,GA-638-2052,1301500,GA-638,PK,05,Eastside Elementary School,Coweta County,Coweta County,1225 Eastside School Rd,Senoia,GA,30276,,(770)599-6621,41,Rural: Fringe,No,No,Yes,Yes,483.00000,33.00000,14.6000000,174.00000,46.00000
130135001883,GA-634-0282,1301350,GA-634,PK,05,Eastside Elementary School,Coffee County,Coffee County,603 McDonald Ave N,Douglas,GA,31533,,(912)384-3187,33,Town: Remote,No,No,Yes,Yes,672.00000,41.90000,16.0000000,603.00000,0.00000
130186002160,GA-648-0498,1301860,GA-648,KG,05,Eastside Elementary School,Douglas County,Douglas County,8266 Connally Dr,Douglasville,GA,30134,,(770)651-3800,21,Suburb: Large,No,No,Yes,Yes,495.00000,30.50000,16.2000000,403.00000,38.00000
130420001500,GA-715-0274,1304200,GA-715,PK,05,Eastside Elementary School,Polk County,Polk County,425 Prospect Rd,Rockmart,GA,30153,,(770)684-5335,32,Town: Distant,No,No,Yes,Yes,750.00000,46.10000,16.3000000,623.00000,0.00000
130246001936,GA-665-0185,1302460,GA-665,PK,05,Eastside Elementary School,Grady County,Grady County,1201 20th St NE,Cairo,GA,39828,,(229)377-8441,41,Rural: Fringe,No,No,Yes,Yes,652.00000,43.30000,15.1000000,578.00000,0.00000
130570001832,GA-755-1052,1305700,GA-755,PK,05,Eastside Elementary School,Whitfield County,Whitfield County,102 Hill Rd,Dalton,GA,30721,,(706)278-3074,23,Suburb: Small,No,No,Yes,Yes,592.00000,42.90000,13.8000000,524.00000,63.00000
130393001023,GA-707-0295,1303930,GA-707,09,12,Eastside High School,Newton County,Newton County,10245 By Pass Rd,Covington,GA,30014,,(770)784-2920,21,Suburb: Large,No,No,Yes,Yes,1384.00000,75.90000,18.2000000,554.00000,71.00000
130129000547,GA-633-5068,1301290,GA-633,PK,05,Eastvalley Elementary School,Cobb County,Cobb County,2570 Lower Roswell Rd,Marietta,GA,30068,,(770)578-7214,21,Suburb: Large,No,No,No,†,686.00000,49.50000,13.9000000,193.00000,34.00000
130198001170,GA-651-0296,1301980,GA-651,PK,05,Ebenezer Elementary School,Effingham County,Effingham County,1198 Ebenezer Rd,Rincon,GA,31326,,(912)754-5522,41,Rural: Fringe,No,No,No,†,688.00000,47.20000,14.6000000,199.00000,59.00000
130198002550,GA-651-0203,1301980,GA-651,06,08,Ebenezer Middle School,Effingham County,Effingham County,1100 Ebenezer Rd,Rincon,GA,31326,,(912)754-7757,41,Rural: Fringe,No,No,No,†,783.00000,49.40000,15.9000000,239.00000,64.00000
130195003976,GA-650-0112,1301950,GA-650,PK,08,Echols County Elementary/Middle School,Echols County,Echols County,229 US Highway 129 S,Statenville,GA,31648,,(229)559-5413,42,Rural: Distant,No,No,Yes,Yes,598.00000,43.80000,13.7000000,544.00000,0.00000
